,구,주소,어린이집명,어린이집등급,보육과정 및 상호작용,보육환경 및 운영관리,건강 및 안전,교직원,평가 인증 년월
3083,동작구,"(06975) 서울특별시 동작구 서달로 91 (흑석동, 동부센트레빌2차 관리동)",한강어린이집,A,우수,우수,우수,우수,2019.1
3084,동작구,(06926) 서울특별시 동작구 만양로13길 44 태영아트빌 1층,해나라어린이집,A,우수,우수,우수,우수,2019.1
3085,동작구,"(06981) 서울특별시 동작구 흑석한강로 12 흑석동, 한강센트레빌 관리동",해사랑어린이집,A,우수,우수,우수,우수,2019.1
3086,동작구,"(06966) 서울특별시 동작구 장승배기로4길 9 105동 1층(상도동, 포스코더샵)",해솔어린이집,A,우수,우수,우수,우수,2023.11
3087,동작구,(07026) 서울특별시 동작구 상도로 421 현대아파트 108-103,해오름어린이집,A,우수,우수,우수,우수,2022.05
3088,동작구,(07049) 서울특별시 동작구 성대로16길 67-6 ,해와달어린이집,B,우수,보통,우수,우수,2022.1
3089,동작구,(06993) 서울특별시 동작구 동작대로39길 22 이수힐스테이트 아 관리동1층 의무어린이집 109동 앞,현대힐스어린이집,A,우수,우수,우수,우수,2022.08
3090,동작구,"(07020) 서울특별시 동작구 사당로16길 96 108동 101호(사당동, 사당휴먼시아아파트)",휴먼시아어린이집,B,우수,우수,보통,우수,2023.08
3091,관악구,"(08725) 서울특별시 관악구 성현로 80 123동 102호(봉천동, 관악드림타운) [성현동]",123어린이집,A,우수,우수,우수,우수,2023.02
3092,관악구,(08735) 서울특별시 관악구 관악로 246 (봉천동) [행운동],24시간연세어린이집,A,우수,우수,우수,우수,2022.03
3093,관악구,(08710) 서울특별시 관악구 당곡6길 16-3 보라매동] (봉천동),가나어린이집,B,우수,보통,우수,우수,2023.02
3094,관악구,(08832) 서울특별시 관악구 관악로 145 관악구청 별관 2층 (봉천동) [청룡동],관악구청직장어린이집,A,우수,우수,우수,우수,2019.11
3095,관악구,(08830) 서울특별시 관악구 청룡10길 45 서울대입구e편한세상1단지 105동 앞,구립e편한1단지어린이집,A,우수,우수,우수,우수,2020.08
3096,관악구,(08830) 서울특별시 관악구 청룡16길 43 서울대입구e편한세상2단지 206동 앞,구립e편한2단지어린이집,A,우수,우수,우수,우수,2020.07
3097,관악구,(08790) 서울특별시 관악구 관악로8길 45 ,구립강감찬어린이집,A,우수,우수,우수,우수,2023.09
3098,관악구,(08726) 서울특별시 관악구 관악로 285 성현동아아파트 107-103,구립건강한어린이집,A,우수,우수,우수,우수,2019.1
3099,관악구,(08725) 서울특별시 관악구 구암길 76 1층 구암어린이집 (봉천동) [성현동],구립구암어린이집,A,우수,우수,우수,우수,2019.1
3100,관악구,(08781) 서울특별시 관악구 신림로48길 25 (신림동) [서원동],구립금강어린이집,A,우수,우수,우수,우수,2022.06
3101,관악구,(08793) 서울특별시 관악구 남부순환로246가길 17 (봉천동) [인헌동],구립금빛어린이집,A,우수,우수,우수,우수,2023.09
3102,관악구,(08735) 서울특별시 관악구 행운10길 21 관악파크푸르지오아파트 102동 1층,구립까치산어린이집,A,우수,우수,우수,우수,2023.1
3103,관악구,(08847) 서울특별시 관악구 호암로 399 삼성산주공아파트 306-101,구립꼬꼬마어린이집,A,우수,우수,우수,우수,2019.1
3104,관악구,(08725) 서울특별시 관악구 성현로 80 관악드림타운아파트 106-104,구립꿀송이어린이집,A,우수,우수,우수,우수,2021.08
3105,관악구,(08734) 서울특별시 관악구 관악로30길 27 관악푸르지오아파트 112-102,구립나래어린이집,A,우수,우수,우수,우수,2021.07
3106,관악구,(08790) 서울특별시 관악구 관악로12길 58-5 (봉천동) [낙성대동],구립낙성대어린이집,A,우수,우수,우수,우수,2023.08
3107,관악구,(08858) 서울특별시 관악구 난곡로31길 14 ,구립난곡어린이집,A,우수,우수,우수,우수,2019.12
3108,관악구,(08771) 서울특별시 관악구 난곡로61길 1 (신림동) [미성동],구립난우어린이집,A,우수,우수,우수,우수,2020.01
3109,관악구,(08859) 서울특별시 관악구 난향5길 6 ,구립난향어린이집,A,우수,우수,우수,우수,2023.12
3110,관악구,(08700) 서울특별시 관악구 조원로 25 1층 상가동,구립뉴포레어린이집,A,우수,우수,우수,우수,2023.12
3111,관악구,(08866) 서울특별시 관악구 미성길 127 다원어린이집,구립다원어린이집,A,우수,우수,우수,우수,2021.07
3112,관악구,(08719) 서울특별시 관악구 봉천로23길 6 (봉천동) [보라매동],구립당곡어린이집,A,우수,우수,우수,우수,2021.08
3113,관악구,(08732) 서울특별시 관악구 청림3길 37  (봉천동) [청림동],구립도담어린이집,A,우수,우수,우수,우수,2020.01
3114,관악구,(08820) 서울특별시 관악구 대학14길 56 (신림동) [대학동],구립동산어린이집,A,우수,우수,우수,우수,2020.01
3115,관악구,(08767) 서울특별시 관악구 조원로18길 26 ,구립두드림어린이집,B,우수,우수,보통,우수,2020.01
3116,관악구,(08862) 서울특별시 관악구 난곡로 55 관악산휴먼시아아파트 224-103,구립드림타운어린이집,A,우수,우수,우수,우수,2019.1
3117,관악구,(08715) 서울특별시 관악구 은천로 93 벽산블루밍아파트 503동,구립마루어린이집,A,우수,우수,우수,우수,2021.08
3118,관악구,(08858) 서울특별시 관악구 난곡로35길 60 구립마엘향어린이집,구립마엘향어린이집,A,우수,우수,우수,우수,2023.11
3119,관악구,(08734) 서울특별시 관악구 관악로30길 27 관악푸르지오아파트 121-104,구립명지어린이집,A,우수,우수,우수,우수,2023.12
3120,관악구,(08700) 서울특별시 관악구 조원로11길 24 우민조원아파트 101-101,구립무지개어린이집,A,우수,우수,우수,우수,2020.01
3121,관악구,(08769) 서울특별시 관악구 시흥대로164길 27 (신림동) [조원동],구립문성어린이집,B,우수,우수,보통,우수,2020.01
3122,관악구,(08852) 서울특별시 관악구 법원단지2길 15-4 (신림동) [난곡동],구립미래클어린이집,B,보통,우수,우수,우수,2020.01
3123,관악구,(08833) 서울특별시 관악구 관악로 133 건영아파트 102-103,구립반디어린이집,A,우수,우수,우수,우수,2020.01
3124,관악구,(08793) 서울특별시 관악구 낙성대역길 19 동원낙성대아파트 101-106,구립별이랑어린이집,A,우수,우수,우수,우수,2019.1
3125,관악구,(08709) 서울특별시 관악구 당곡6길 63 ,구립보라매어린이집,A,우수,우수,우수,우수,2021.08
3126,관악구,(08730) 서울특별시 관악구 관악로 304 현대아파트 118-101,구립보람어린이집,B,우수,우수,우수,보통,2021.09
3127,관악구,(08837) 서울특별시 관악구 복은2길 6-24 (신림동) [서림동],구립복은어린이집,A,우수,우수,우수,우수,2020.01
3128,관악구,(08782) 서울특별시 관악구 장군봉6길 8 (봉천동) [청룡동],구립비안어린이집,A,우수,우수,우수,우수,2021.01
3129,관악구,(08775) 서울특별시 관악구 신원로2길 4-7 (신림동) [신원동],구립상록어린이집,A,우수,우수,우수,우수,2023.08
3130,관악구,(08707) 서울특별시 관악구 관천로16길 55 (신림동) [신림동],구립새들어린이집,A,우수,우수,우수,우수,2020.01
3131,관악구,(08705) 서울특별시 관악구 신사로10길 29 (신림동) [신사동],구립새빛어린이집,A,우수,우수,우수,우수,2022.06
3132,관악구,(08720) 서울특별시 관악구 봉천로17길 5-16 ,구립색동어린이집,A,우수,우수,우수,우수,2023.11
3133,관악구,(08844) 서울특별시 관악구 서원3길 25 (신림동) [서원동],구립서원어린이집,A,우수,우수,우수,우수,2022.06
3134,관악구,(08749) 서울특별시 관악구 봉천로27길 20 (봉천동) [은천동],구립선봉어린이집,A,우수,우수,우수,우수,2020.01
3135,관악구,(08727) 서울특별시 관악구 관악로37길 65 (봉천동) [성현동],구립성현햇살어린이집,A,우수,우수,우수,우수,2023.1
3136,관악구,(08705) 서울특별시 관악구 관천로15길 116 ,구립소하어린이집,A,우수,우수,우수,우수,2022.03
3137,관악구,(08859) 서울특별시 관악구 난곡로 67 (신림동) [난향동],구립신림어린이집,A,우수,우수,우수,우수,2023.08
3138,관악구,(08703) 서울특별시 관악구 관천로21길 16 ,구립신사어린이집,A,우수,우수,우수,우수,2020.07
3139,관악구,(08842) 서울특별시 관악구 문성로28길 51 (신림동) [신림동],구립신일어린이집,A,우수,우수,우수,우수,2020.01
3140,관악구,(08742) 서울특별시 관악구 남부순환로237길 22 1층 (행운동),구립아기구름어린이집,A,우수,우수,우수,우수,2021.08
3141,관악구,(08744) 서울특별시 관악구 관악로 229-12 ,구립아람어린이집,A,우수,우수,우수,우수,2022.07
3142,관악구,(08767) 서울특별시 관악구 남부순환로145길 6 (조원동),구립아름꿈노아어린이집,A,우수,우수,우수,우수,2023.08
3143,관악구,(08750) 서울특별시 관악구 봉천로33나길 30 은천동 복합청사 1층 [은천동],구립아이뜰어린이집,A,우수,우수,우수,우수,2022.04
3144,관악구,(08751) 서울특별시 관악구 은천로 86 두산아파트 208-101,구립아이봄어린이집,A,우수,우수,우수,우수,2019.1
3145,관악구,(08846) 서울특별시 관악구 양지12길 18-1 (신림동),구립양지어린이집,A,우수,우수,우수,우수,2020.01
3146,관악구,(08854) 서울특별시 관악구 난곡로30나길 19 (신림동) [난곡동],구립예지어린이집,A,우수,우수,우수,우수,2020.01
3147,관악구,(08807) 서울특별시 관악구 남현1가길 29 남현동 복합청사내 1층,구립예촌어린이집,A,우수,우수,우수,우수,2020.03
3148,관악구,(08778) 서울특별시 관악구 신림로58길 68 ,구립용꿈어린이집,A,우수,우수,우수,우수,2022.03
3149,관악구,(08715) 서울특별시 관악구 양녕로 117 벽산블루밍아파트 506동,구립우리꿈어린이집,A,우수,우수,우수,우수,2020.01
3150,관악구,(08865) 서울특별시 관악구 미성길 60 두영아파트 103호,구립운서어린이집,A,우수,우수,우수,우수,2023.12
3151,관악구,(08740) 서울특별시 관악구 행운1길 6-3 (봉천동) [행운동],구립원당어린이집,A,우수,우수,우수,우수,2020.01
3152,관악구,(08714) 서울특별시 관악구 국회단지10길 22 (봉천동) [은천동],구립은천어린이집,A,우수,우수,우수,우수,2023.02
3153,관악구,(08798) 서울특별시 관악구 낙성대역14길 6 ,구립인헌어린이집,A,우수,우수,우수,우수,2021.06
3154,관악구,(08783) 서울특별시 관악구 장군봉길 100 ,구립장군봉어린이집,A,우수,우수,우수,우수,2023.02
3155,관악구,(08735) 서울특별시 관악구 관악로30길 12 봉천우성아파트 103-101,구립조앤아이어린이집,A,우수,우수,우수,우수,2023.02
3156,관악구,(08734) 서울특별시 관악구 관악로30길 27 관악푸르지오아파트 1단지 관리동(122동 123동 사이),구립조은어린이집,A,우수,우수,우수,우수,2022.12
3157,관악구,(08748) 서울특별시 관악구 봉천로41길 35 (봉천동) [중앙동],구립중앙어린이집,A,우수,우수,우수,우수,2022.09
3158,관악구,(08751) 서울특별시 관악구 양녕로 31 두산아파트 3단지 관리동,구립즐거운어린이집,A,우수,우수,우수,우수,2023.08
3159,관악구,(08853) 서울특별시 관악구 법원단지12길 24 ,구립찬솔어린이집,A,우수,우수,우수,우수,2023.02
3160,관악구,(08832) 서울특별시 관악구 관악로11길 79-11 (봉천동) [청룡동],구립청능어린이집,A,우수,우수,우수,우수,2022.03
3161,관악구,(08830) 서울특별시 관악구 참숯1길 7 (봉천동) [청룡동],구립청룡어린이집,A,우수,우수,우수,우수,2021.07
3162,관악구,(08864) 서울특별시 관악구 난곡로45길 5 ,구립초롱별어린이집,A,우수,우수,우수,우수,2022.03
3163,관악구,(08719) 서울특별시 관악구 봉천로23나길 35 101호,구립키즈맘어린이집,A,우수,우수,우수,우수,2021.07
3164,관악구,(08797) 서울특별시 관악구 남부순환로248길 78 아이펠리스 101호,구립토마토어린이집,A,우수,우수,우수,우수,2021.07
3165,관악구,(08850) 서울특별시 관악구 난우10가길 2 (신림동) [미성동],구립하난곡어린이집,A,우수,우수,우수,우수,2020.03
3166,관악구,(08734) 서울특별시 관악구 청림5길 28 관악푸르지오아파트 2단지 관리동,구립하늘빛어린이집,A,우수,우수,우수,우수,2023.1
3167,관악구,(08847) 서울특별시 관악구 광신길 113 (신림동) [삼성동],구립합실어린이집,A,우수,우수,우수,우수,2020.01
3168,관악구,(08703) 서울특별시 관악구 관천로27길 2 우방아파트 103-103,구립해뜨는어린이집,A,우수,우수,우수,우수,2023.09
3169,관악구,"(08725) 서울특별시 관악구 성현로 80 110동 104호(봉천동, 관악드림타운)",구립햇님데이케어어린이집,A,우수,우수,우수,우수,2022.07
3170,관악구,(08734) 서울특별시 관악구 관악로30길 27 관악푸르지오아파트 120-103,구립햇님몬테소리어린이집,A,우수,우수,우수,우수,2019.1
3171,관악구,(08736) 서울특별시 관악구 행운1라길 9 ,구립행운어린이집,A,우수,우수,우수,우수,2022.03
3172,관악구,(08730) 서울특별시 관악구 관악로 304 현대아파트 118-102,구립현대가정어린이집,A,우수,우수,우수,우수,
3173,관악구,(08734) 서울특별시 관악구 관악로30길 27 관악푸르지오아파트 122-101,구립희아어린이집,A,우수,우수,우수,우수,2019.1
3174,관악구,(08734) 서울특별시 관악구 관악로30길 27 111동 101호(봉천동 관악푸르지오아파트),그린업어린이집,A,우수,우수,우수,우수,2023.07
3175,관악구,(08843) 서울특별시 관악구 문성로 242 (신림동) [신원동],꾸러기어린이집,C,우수,우수,보통,개선필요,2023.08
3176,관악구,"(08726) 서울특별시 관악구 관악로 285 108동 101호(봉천동, 봉천동아1차아파트) [성현동]",꿈그린어린이집,A,우수,우수,우수,우수,2023.03
3177,관악구,"(08809) 서울특별시 관악구 남현길 91 103동 102호(남현동, 우림루미아트) [남현동]",꿈꾸는새싹어린이집,A,우수,우수,우수,우수,2023.02
3178,관악구,"(08725) 서울특별시 관악구 성현로 80 143동 101호(봉천동, 관악드림타운) [성현동]",꿈나무가정어린이집,A,우수,우수,우수,우수,2023.1
3179,관악구,(08816) 서울특별시 관악구 신림로3가길 45-24 청광아파트 101동 104호,꿈나무어린이집,A,우수,우수,우수,우수,2021.01
3180,관악구,(08718) 서울특별시 관악구 봉천로21길 66 보라매동] (봉천동),꿈동산어린이집,A,우수,우수,우수,우수,2023.1
3181,관악구,"(08715) 서울특별시 관악구 은천로 93 207동 102호(봉천동, 벽산블루밍아파트) [은천동]",꿈여울어린이집,B,보통,우수,보통,우수,2022.09
3182,관악구,"(08751) 서울특별시 관악구 은천로 86 207동 102호(봉천동, 두산아파트) [은천동]",나무바다어린이집,A,우수,우수,우수,우수,2022.03
3183,관악구,(08807) 서울특별시 관악구 남현1가길 34 ,남성교회어린이집,A,우수,우수,우수,우수,2020.01
3184,관악구,(08806) 서울특별시 관악구 남현1가길 18-4 남현동] (남현동),남현어린이집,A,우수,우수,우수,우수,2023.1
3185,관악구,(08785) 서울특별시 관악구 청룡8길 10 청룡동] (봉천동),늘푸른어린이집,A,우수,우수,우수,우수,2022.09
3186,관악구,"(08816) 서울특별시 관악구 신림로3길 40 2층 (신림동, 건영아파트 관리동) [대학동]",다솜어린이집,A,우수,우수,우수,우수,2021.08
3187,관악구,(08710) 서울특별시 관악구 당곡2가길 11 당곡1어린이집 [보라매동] (봉천동),당곡1어린이집,A,우수,우수,우수,우수,2023.1
3188,관악구,(08726) 서울특별시 관악구 관악로37길 20 동아 아파트 B상가 2층,동아어린이집,B,우수,우수,보통,우수,2023.1
3189,관악구,(08784) 서울특별시 관악구 장군봉7길 12 청룡동] (봉천동),떡잎어린이집,A,우수,우수,우수,우수,2022.1
3190,관악구,"(08735) 서울특별시 관악구 관악로30길 12 105동 113호 (봉천동,우성아파트) [행운동]",또래가정어린이집,A,우수,우수,우수,우수,2023.08
3191,관악구,"(08735) 서울특별시 관악구 관악로30길 12 102동 108호(봉천동, 우성아파트) [행운동]",또래또어린이집,A,우수,우수,우수,우수,2022.1
3192,관악구,(08763) 서울특별시 관악구 남부순환로163가길 37 (신림동) [신사동],리라키즈스쿨어린이집,B,보통,우수,우수,우수,2020.09
3193,관악구,"(08725) 서울특별시 관악구 성현로 80 133-101(관악드림타운, 봉천동)",리틀브레인어린이집,A,우수,우수,우수,우수,2023.08
3194,관악구,"(08715) 서울특별시 관악구 은천로 93 209동 101호(봉천동, 벽산블루밍아파트) [은천동]",무릎학교어린이집,A,우수,우수,우수,우수,2023.02
3195,관악구,"(08769) 서울특별시 관악구 조원로2길 13 1동 112호 (신림동,미성아파트) [조원동]",미성어린이집,B,우수,우수,보통,우수,2023.08
3196,관악구,(08838) 서울특별시 관악구 신림로28길 18 서림동] (신림동),백상어린이집,A,우수,우수,우수,우수,2019.1
3197,관악구,(08793) 서울특별시 관악구 남부순환로246나길 15-2 (봉천동) [인헌동],보라빛어린이집,A,우수,우수,우수,우수,2021.07
3198,관악구,(08856) 서울특별시 관악구 난곡로24가길 6 (신림동) [난곡동],보라어린이집,A,우수,우수,우수,우수,2022.12
3199,관악구,(08815) 서울특별시 관악구 신림로7길 33 102-103,봄빛가득한어린이집,A,우수,우수,우수,우수,2022.09
3200,관악구,"(08770) 서울특별시 관악구 남부순환로 1430 관리동 1층 (신림동, 대우푸르지오아파트) [미성동]",봄샘푸르지오어린이집,A,우수,우수,우수,우수,2022.03
3201,관악구,"(08862) 서울특별시 관악구 난곡로 55 219동 104호(신림동, 관악산휴먼시아2단지아파트)",사랑샘어린이집,B,우수,보통,우수,보통,2022.04
3202,관악구,"(08710) 서울특별시 관악구 당곡2가길 29 1,2층 (봉천동) [보라매동]",사랑어린이집,A,우수,우수,우수,우수,2022.06
3203,관악구,"(08709) 서울특별시 관악구 보라매로 62 102동 109호(봉천동, 보라매삼성아파트) [보라매동]",삼성성모어린이집,C,개선필요,우수,우수,우수,2022.04
3204,관악구,(08763) 서울특별시 관악구 남부순환로163가길 10 1-3층 (신림동) [신사동],새동원어린이집,B,우수,보통,우수,보통,2021.03
3205,관악구,(08826) 서울특별시 관악구 관악로 1 (봉천동) [낙성대동],서울대학교어린이보육지원센터 느티나무어린이집,A,우수,우수,우수,우수,2020.1
3206,관악구,(08792) 서울특별시 관악구 낙성대로3길 26 1층 (봉천동) [낙성대동],서울선교어린이집,A,우수,우수,우수,우수,2022.06
3207,관악구,(08857) 서울특별시 관악구 난곡로22길 23 (신림동) [난곡동],성아어린이집,A,우수,우수,우수,우수,2023.04
3208,관악구,(08864) 서울특별시 관악구 난곡로45길 28 (신림동) [미성동],소나무어린이집,A,우수,우수,우수,우수,2023.12
3209,관악구,(08725) 서울특별시 관악구 성현로 80 성현동] (봉천동),소슬어린이집,B,보통,우수,우수,우수,2021.04
3210,관악구,"(08750) 서울특별시 관악구 봉천로 387 102동 101호(봉천동, 두산아파트) [은천동]",솔샘어린이집,B,보통,우수,우수,우수,2023.02
3211,관악구,(08810) 서울특별시 관악구 과천대로 851 ,수도방위사령부 한울어린이집,A,우수,우수,우수,우수,2023.07
3212,관악구,"(08797) 서울특별시 관악구 인헌12길 46-1 208-103 (봉천동,은천아파트) [인헌동]",수피아어린이집,B,보통,우수,우수,우수,2021.07
3213,관악구,(08771) 서울특별시 관악구 난곡로59길 16 (신림동) [미성동],신림사임당어린이집,A,우수,우수,우수,우수,2023.12
3214,관악구,"(08831) 서울특별시 관악구 청룡길 78 103-101(봉천동,서울대입구아이원) [청룡동]",싱글벙글어린이집,A,우수,우수,우수,우수,2023.08
3215,관악구,"(08824) 서울특별시 관악구 대학18길 6 101동 208호(신림동, 금호타운1차) [대학동]",씽씽어린이집,B,우수,우수,우수,보통,2022.1
3216,관악구,"(08862) 서울특별시 관악구 난곡로 55 205동 103호(신림동, 관악산휴먼시아2단지아파트)",아기랑어린이집,A,우수,우수,우수,우수,2021.07
3217,관악구,"(08845) 서울특별시 관악구 신림로29길 3-20 107동 104호(신림동, 신림현대아파트)",아기샘어린이집,B,보통,우수,보통,우수,2021.01
3218,관악구,(08734) 서울특별시 관악구 관악로30길 27 관악푸르지오아파트119동103호,아이린어린이집,A,우수,우수,우수,우수,2023.11
3219,관악구,(08859) 서울특별시 관악구 난곡로9길 6 (신림동) [난향동],아이사랑어린이집,A,우수,우수,우수,우수,2019.07
3220,관악구,(08715) 서울특별시 관악구 은천로 93 벽산블루밍 아파트 209-102,아이숲어린이집,A,우수,우수,우수,우수,2021.09
3221,관악구,"(08715) 서울특별시 관악구 은천로 93 103동 103호(봉천동, 벽산블루밍아파트) [은천동]",아이위즈어린이집,B,우수,보통,우수,우수,2019.12
3222,관악구,(08793) 서울특별시 관악구 인헌6길 26 2층 (봉천동) [인헌동],안델센어린이집,A,우수,우수,우수,우수,2023.12
3223,관악구,"(08862) 서울특별시 관악구 난곡로 55 207동 101호(신림동, 관악산휴먼시아2단지아파트)",예쁜친구어린이집,A,우수,우수,우수,우수,2023.07
3224,관악구,"(08843) 서울특별시 관악구 문성로 238 1,2층 (신림동) [신원동]",예삐어린이집,B,우수,보통,우수,우수,2021.07
3225,관악구,(08796) 서울특별시 관악구 인헌17길 25 (봉천동) [인헌동],예은어린이집,A,우수,우수,우수,우수,2023.02
3226,관악구,(08788) 서울특별시 관악구 관악로12길 9 (봉천동) [낙성대동],예진선교어린이집,A,우수,우수,우수,우수,2023.03
3227,관악구,(08857) 서울특별시 관악구 난곡로18길 13-4 (신림동) [난곡동],오성어린이집,A,우수,우수,우수,우수,2022.12
3228,관악구,"(08729) 서울특별시 관악구 은천로 137 1동 102호(봉천동,관악유앤아이) [성현동]",올리브어린이집,A,우수,우수,우수,우수,2023.03
3229,관악구,(08734) 서울특별시 관악구 관악로30길 27 관악푸르지오아파트107동103호,올리비아어린이집,B,보통,우수,우수,우수,2023.12
3230,관악구,(08865) 서울특별시 관악구 문성로16가길 42-3 (신림동) [미성동],육영어린이집,A,우수,우수,우수,우수,2023.09
3231,관악구,"(08734) 서울특별시 관악구 관악로30길 27 109동 103호 (봉천동,대우푸르지오아파트) [청림동]",은비어린이집,A,우수,우수,우수,우수,2022.1
3232,관악구,(08859) 서울특별시 관악구 난곡로11길 8 (신림동) [난향동],은현어린이집,A,우수,우수,우수,우수,2023.09
3233,관악구,(08844) 서울특별시 관악구 서원6길 28 2층 (신림동) [서원동],재능어린이집,B,우수,우수,보통,우수,2023.02
3234,관악구,(08709) 서울특별시 관악구 보라매로 62 보라매 삼성아파트 단지내 전박사 어린이집,전박사어린이집,A,우수,우수,우수,우수,2019.1
3235,관악구,"(08750) 서울특별시 관악구 봉천로 387 1동 1층(봉천동, 두산아파트)",젬젬어린이집,A,우수,우수,우수,우수,2023.1
3236,관악구,(08845) 서울특별시 관악구 신림로29길 8 신림현대아파트 110동 102호,참어린이집,A,우수,우수,우수,우수,2020.02
3237,관악구,(08708) 서울특별시 관악구 보라매로3길 23 2층(카페24직장어린이집),카페24직장어린이집,A,우수,우수,우수,우수,2021.1
3238,관악구,"(08847) 서울특별시 관악구 호암로 399 관리동 (신림동,삼성산주공아파트) [삼성동]",큐티프리스쿨어린이집,B,우수,우수,보통,보통,2021.07
3239,관악구,"(08851) 서울특별시 관악구 법원단지5가길 21 1,2층 (신림동) [미성동]",크레용어린이집,B,우수,보통,보통,우수,2022.06
3240,관악구,(08735) 서울특별시 관악구 관악로30길 12 (봉천동) [행운동],큰솔아이어린이집,B,우수,우수,보통,우수,2022.03
3241,관악구,"(08770) 서울특별시 관악구 남부순환로 1430 106동 102호(신림동, 신림푸르지오) [미성동]",파랑새어린이집,A,우수,우수,우수,우수,2023.12
3242,관악구,"(08845) 서울특별시 관악구 신림로29길 3-20 106동 113호(신림동, 신림현대아파트) [서림동]",포그니어린이집,A,우수,우수,우수,우수,2020.02
3243,관악구,"(08793) 서울특별시 관악구 낙성대역길 67 1,2층 (봉천동) [인헌동]",푸른솔어린이집,B,우수,우수,보통,보통,2022.09
3244,관악구,(08792) 서울특별시 관악구 낙성대로3길 15 (봉천동) [낙성대동],푸른어린이집,A,우수,우수,우수,우수,2022.06
3245,관악구,"(08705) 서울특별시 관악구 신사로10길 30 지하1층, 지상4층 (신림동) [신사동]",하나어린이집,A,우수,우수,우수,우수,2022.06
3246,관악구,"(08862) 서울특별시 관악구 난곡로 55 202동 101호(관악산휴먼시아,신림동)",하람어린이집,A,우수,우수,우수,우수,2023.03
3247,관악구,(08774) 서울특별시 관악구 신원로3라길 7 (신림동) [신원동],한결어린이집,A,우수,우수,우수,우수,2022.07
3248,관악구,(08730) 서울특별시 관악구 관악로 304 현대아파트113동101호,한솔어린이집,A,우수,우수,우수,우수,2021.07
3249,관악구,(08835) 서울특별시 관악구 복은길 109 101호 (신림동) [서림동],해든어린이집,A,우수,우수,우수,우수,2020.01
3250,관악구,"(08862) 서울특별시 관악구 난곡로 55 216동 101호(신림동, 관악산휴먼시아아파트) [난향동]",해랑어린이집,B,보통,보통,우수,우수,2020.03
3251,관악구,"(08767) 서울특별시 관악구 조원로16길 7 102동 106호(신림동, 신도도브래뉴아파트) [조원동]",해맑은어린이집,A,우수,우수,우수,우수,2023.12
3252,관악구,"(151770) 서울특별시 관악구 성현로 80 110동 103호(봉천동, 관악드림타운) [성현동]",햇님어린이집,A,우수,우수,우수,우수,2022.06
3253,관악구,"(08751) 서울특별시 관악구 은천로 86 2단지 관리동 1층 (봉천동, 두산아파트) [은천동]",행복한어린이집,A,우수,우수,우수,우수,2023.08
3254,관악구,(08705) 서울특별시 관악구 관천로15길 100 2층 (신림동) [신사동],훈세어린이집,A,우수,우수,우수,우수,2022.07
3255,서초구,(06598) 서울특별시 서초구 고무래로 89 반포써밋푸르지오 아파트 단지 내,BSP어린이집,B,우수,우수,우수,보통,2021.01
3256,서초구,(06761) 서울특별시 서초구 전원말4길 7 ,CJ키즈빌어린이집,A,우수,우수,우수,우수,2021.02
3257,서초구,(06608) 서울특별시 서초구 사평대로 334-2 1층,KCC직장어린이집,A,우수,우수,우수,우수,2021.04
3258,서초구,(06707) 서울특별시 서초구 효령로 174 ktds서초 어린이집,KTDS서초어린이집,A,우수,우수,우수,우수,2019.08
3259,서초구,(06763) 서울특별시 서초구 태봉로 151 (우면동),KT연구개발센터 꿈나무어린이집,A,우수,우수,우수,우수,2023.03
3260,서초구,(06772) 서울특별시 서초구 양재대로11길 19 고객센터3층,LG전자 서초어린이집,A,우수,우수,우수,우수,2021.01
3261,서초구,(06642) 서울특별시 서초구 서리풀4길 15-5 1층,경기몬테소리어린이집,A,우수,우수,우수,우수,2020.09
3262,서초구,(06514) 서울특별시 서초구 잠원로 213-3 ,구립서초사랑어린이집,A,우수,우수,우수,우수,2023.03
3263,서초구,(06579) 서울특별시 서초구 반포대로 201 국립중앙도서관 내 어린이집,국립중앙도서관책사랑어린이집,A,우수,우수,우수,우수,2023.11
3264,서초구,(06762) 서울특별시 서초구 바우뫼로9길 22-8 (우면동),기쁜어린이집,A,우수,우수,우수,우수,2020.01
3265,서초구,(06760) 서울특별시 서초구 남부순환로 2124 (방배동),까리따스어린이집,A,우수,우수,우수,우수,2022.06
3266,서초구,"(06751) 서울특별시 서초구 바우뫼로 91 101동 101호(양재동, 양재우성아파트)",꿈터어린이집,A,우수,우수,우수,우수,2023.05
3267,서초구,(06761) 서울특별시 서초구 전원말길 6 (방배동),남태령어린이집,A,우수,우수,우수,우수,2021.07
3268,서초구,"(06504) 서울특별시 서초구 신반포로15길 4 101동 101호(반포동, 반포대우아파트)",늘푸른아이들어린이집,A,우수,우수,우수,우수,2020.01
3269,서초구,(06783) 서울특별시 서초구 논현로5길 28 (양재동),니꼴라오 어린이집,A,우수,우수,우수,우수,2023.02
3270,서초구,(06594) 서울특별시 서초구 반포대로 180 다솜어린이집[서초경찰서 맞은편],다솜어린이집,A,우수,우수,우수,우수,2022.08
3271,서초구,(06764) 서울특별시 서초구 태봉로2길 65 네이처힐4단지 관리동 1층,도담어린이집,A,우수,우수,우수,우수,2020.02
3272,서초구,(06762) 서울특별시 서초구 바우뫼로7길 29 105동 102호,동고어린이집,A,우수,우수,우수,우수,2023.03
